Paragraph,Characters,Character Bucket,Words,Word Bucket,Sentiment,Line
431,42,051-075,8,006-008,0,"He felt the _threatening_ aspect of it all"
431,191,176-200,33,031-035,0,"And, stooping down to examine the marks more closely, he caught a faint whiff of that sweet yet pungent odor that made him instantly straighten up again, fighting a sensation almost of nausea"
432,45,051-075,8,006-008,-0.625,"Then his memory played him another evil trick"
432,217,201-225,36,036-040,-0.027777777777777776,"He suddenly recalled those uncovered feet projecting beyond the edge of the tent, and the body's appearance of having been dragged towards the opening; the man's shrinking from something by the door when he woke later"
432,69,076-010,11,011-015,-0.36363636363636365,"The details now beat against his trembling mind with concerted attack"
432,157,151-175,29,026-030,0,"They seemed to gather in those deep spaces of the silent forest about him, where the host of trees stood waiting, listening, watching to see what he would do"
432,32,026-050,6,006-008,0,"The woods were closing round him"
433,167,151-175,27,026-030,0,"With the persistence of true pluck, however, Simpson went forward, following the tracks as best he could, smothering these ugly emotions that sought to weaken his will"
433,160,151-175,31,031-035,-0.12903225806451613,"He blazed innumerable trees as he went, ever fearful of being unable to find the way back, and calling aloud at intervals of a few seconds the name of the guide"
433,165,151-175,31,031-035,-0.22580645161290322,"The dull tapping of the axe upon the massive trunks, and the unnatural accents of his own voice became at length sounds that he even dreaded to make, dreaded to hear"
433,198,176-200,35,031-035,0,"For they drew attention without ceasing to his presence and exact whereabouts, and if it were really the case that something was hunting himself down in the same way that he was hunting down another"
434,68,076-010,13,011-015,0.3076923076923077,"With a strong effort, he crushed the thought out the instant it rose"
434,111,101-125,18,016-020,-0.05555555555555555,"It was the beginning, he realized, of a bewilderment utterly diabolical in kind that would speedily destroy him"
435,168,151-175,29,026-030,0,"Although the snow was not continuous, lying merely in shallow flurries over the more open spaces, he found no difficulty in following the tracks for the first few miles"
435,63,076-010,11,011-015,0.09090909090909091,"They went straight as a ruled line wherever the trees permitted"
435,151,151-175,24,021-025,0.041666666666666664,"The stride soon began to increase in length, till it finally assumed proportions that seemed absolutely impossible for any ordinary animal to have made"
435,34,026-050,6,006-008,0.5,"Like huge flying leaps they became"
435,200,176-200,38,036-040,-0.07894736842105263,"One of these he measured, and though he knew that 'stretch' of eighteen feet must be somehow wrong, he was at a complete loss to understand why he found no signs on the snow between the extreme points"
435,188,176-200,31,031-035,0.03225806451612903,"But what perplexed him even more, making him feel his vision had gone utterly awry, was that Défago's stride increased in the same manner, and finally covered the same incredible distances"
435,105,101-125,19,016-020,0.2631578947368421,"It looked as if the great beast had lifted him with it and carried him across these astonishing intervals"
435,120,101-125,23,021-025,-0.08695652173913043,"Simpson, who was much longer in the limb, found that he could not compass even half the stretch by taking a running jump"
436,177,176-200,30,026-030,-0.23333333333333334,"And the sight of these huge tracks, running side by side, silent evidence of a dreadful journey in which terror or madness had urged to impossible results, was profoundly moving"
436,47,051-075,10,009-010,-0.2,"It shocked him in the secret depths of his soul"
436,60,051-075,12,011-015,-0.25,"It was the most horrible thing his eyes had ever looked upon"
436,165,151-175,27,026-030,0,"He began to follow them mechanically, absentmindedly almost, ever peering over his shoulder to see if he, too, were being followed by something with a gigantic tread"
436,342,more,59,056-060,-0.06779661016949153,"And soon it came about that he no longer quite realized what it was they signified these impressions left upon the snow by something nameless and untamed, always accompanied by the footmarks of the little French Canadian, his guide, his comrade, the man who had shared his tent a few hours before, chatting, laughing, even singing by his side"
437,253,251-275,43,041-045,0.11627906976744186,"For a man of his years and inexperience, only a canny Scot, perhaps, grounded in common sense and established in logic, could have preserved even that measure of balance that this youth somehow or other did manage to preserve through the whole adventure"
437,311,more,53,051-055,0.07547169811320754,"Otherwise, two things he presently noticed, while forging pluckily ahead, must have sent him headlong back to the comparative safety of his tent, instead of only making his hands close more tightly upon the rifle stock, while his heart, trained for the Wee Kirk, sent a wordless prayer winging its way to heaven"
437,154,151-175,27,026-030,-0.14814814814814814,"Both tracks, he saw, had undergone a change, and this change, so far as it concerned the footsteps of the man, was in some undecipherable manner appalling"
438,106,101-125,22,021-025,0.045454545454545456,"It was in the bigger tracks he first noticed this, and for a long time he could not quite believe his eyes"
438,170,151-175,31,031-035,-0.03225806451612903,"Was it the blown leaves that produced odd effects of light and shade, or that the dry snow, drifting like finely ground rice about the edges, cast shadows and high lights"
438,75,076-010,14,011-015,0.21428571428571427,"Or was it actually the fact that the great marks had become faintly colored"
438,199,176-200,36,036-040,0.027777777777777776,"For round about the deep, plunging holes of the animal there now appeared a mysterious, reddish tinge that was more like an effect of light than of anything that dyed the substance of the snow itself"
438,127,126-150,22,021-025,-0.09090909090909091,"Every mark had it, and had it increasingly this indistinct fiery tinge that painted a new touch of ghastliness into the picture"
439,271,251-275,46,046-050,-0.17391304347826086,"But when, wholly unable to explain or to credit it, he turned his attention to the other tracks to discover if they, too, bore similar witness, he noticed that these had meanwhile undergone a change that was infinitely worse, and charged with far more horrible suggestion"
439,113,101-125,22,021-025,0,"For, in the last hundred yards or so, he saw that they had grown gradually into the semblance of the parent tread"
439,57,051-075,8,006-008,0,"Imperceptibly the change had come about, yet unmistakably"
439,47,051-075,10,009-010,-0.1,"It was hard to see where the change first began"
439,40,026-050,6,006-008,-0.16666666666666666,"The result, however, was beyond question"
439,118,101-125,19,016-020,0.10526315789473684,"Smaller, neater, more cleanly modeled, they formed now an exact and careful duplicate of the larger tracks beside them"
439,56,051-075,9,009-010,0,"The feet that produced them had, therefore, also changed"
439,78,076-010,16,016-020,-0.375,"And something in his mind reared up with loathing and with terror as he saw it"
440,158,151-175,27,026-030,-0.2962962962962963,"Simpson, for the first time, hesitated; then, ashamed of his alarm and indecision, took a few hurried steps ahead; the next instant stopped dead in his tracks"
440,92,076-010,18,016-020,0,"Immediately in front of him all signs of the trail ceased; both tracks came to an abrupt end"
440,109,101-125,20,016-020,0,"On all sides, for a hundred yards and more, he searched in vain for the least indication of their continuance"
440,17,011-025,3,003-005,0,"There was nothing"
441,108,101-125,19,016-020,0.05263157894736842,"The trees were very thick just there, big trees all of them, spruce, cedar, hemlock; there was no underbrush"
441,76,076-010,13,011-015,0.15384615384615385,"He stood, looking about him, all distraught; bereft of any power of judgment"
441,95,076-010,19,016-020,0,"Then he set to work to search again, and again, and yet again, but always with the same result:"
442,9,011-025,1,000-002,0,"_nothing_"
442,91,076-010,17,016-020,0,"The feet that printed the surface of the snow thus far had now, apparently, left the ground"
443,128,126-150,24,021-025,-0.16666666666666666,"And it was in that moment of distress and confusion that the whip of terror laid its most nicely calculated lash about his heart"
443,83,076-010,14,011-015,-0.14285714285714285,"It dropped with deadly effect upon the sorest spot of all, completely unnerving him"
443,77,076-010,16,016-020,-0.125,"He had been secretly dreading all the time that it would come and come it did"
444,127,126-150,21,021-025,0,"Far overhead, muted by great height and distance, strangely thinned and wailing, he heard the crying voice of Défago, the guide"
445,104,101-125,19,016-020,-0.21052631578947367,"The sound dropped upon him out of that still, wintry sky with an effect of dismay and terror unsurpassed"
445,26,026-050,6,006-008,0,"The rifle fell to his feet"
445,174,151-175,28,026-030,0.03571428571428571,"He stood motionless an instant, listening as it were with his whole body, then staggered back against the nearest tree for support, disorganized hopelessly in mind and spirit"
445,181,176-200,32,031-035,-0.0625,"To him, in that moment, it seemed the most shattering and dislocating experience he had ever known, so that his heart emptied itself of all feeling whatsoever as by a sudden draught"
446,3,000-010,1,000-002,0,"'Oh"
446,2,000-010,1,000-002,0,"oh"
446,17,011-025,3,003-005,0,"This fiery height"
446,19,011-025,5,003-005,-0.4,"Oh, my feet of fire"
446,23,026-050,5,003-005,-0.4,"My burning feet of fire"
446,89,076-010,15,011-015,-0.06666666666666667,"ran in far, beseeching accents of indescribable appeal this voice of anguish down the sky"
446,73,076-010,12,011-015,-0.08333333333333333,"Once it called then silence through all the listening wilderness of trees"
447,219,201-225,34,031-035,-0.08823529411764706,"And Simpson, scarcely knowing what he did, presently found himself running wildly to and fro, searching, calling, tripping over roots and boulders, and flinging himself in a frenzy of undirected pursuit after the Caller"
447,199,176-200,34,031-035,-0.14705882352941177,"Behind the screen of memory and emotion with which experience veils events, he plunged, distracted and half-deranged, picking up false lights like a ship at sea, terror in his eyes and heart and soul"
447,144,126-150,26,026-030,-0.15384615384615385,"For the Panic of the Wilderness had called to him in that far voice the Power of untamed Distance the Enticement of the Desolation that destroys"
447,147,126-150,26,026-030,-0.15384615384615385,"He knew in that moment all the pains of someone hopelessly and irretrievably lost, suffering the lust and travail of a soul in the final Loneliness"
447,162,151-175,28,026-030,0.07142857142857142,"A vision of Défago, eternally hunted, driven and pursued across the skiey vastness of those ancient forests fled like a flame across the dark ruin of his thoughts"
448,152,151-175,27,026-030,-0.14814814814814814,"It seemed ages before he could find anything in the chaos of his disorganized sensations to which he could anchor himself steady for a moment, and think"
449,162,151-175,28,026-030,0.07142857142857142,"The cry was not repeated; his own hoarse calling brought no response; the inscrutable forces of the Wild had summoned their victim beyond recall and held him fast"
450,206,201-225,39,036-040,-0.10256410256410256,"Yet he searched and called, it seems, for hours afterwards, for it was late in the afternoon when at length he decided to abandon a useless pursuit and return to his camp on the shores of Fifty Island Water"
450,78,076-010,14,011-015,-0.14285714285714285,"Even then he went with reluctance, that crying voice still echoing in his ears"
450,57,051-075,10,009-010,0,"With difficulty he found his rifle and the homeward trail"
450,125,101-125,21,021-025,-0.14285714285714285,"The concentration necessary to follow the badly blazed trees, and a biting hunger that gnawed, helped to keep his mind steady"
450,122,101-125,19,016-020,-0.10526315789473684,"Otherwise, he admits, the temporary aberration he had suffered might have been prolonged to the point of positive disaster"
450,106,101-125,15,011-015,0.06666666666666667,"Gradually the ballast shifted back again, and he regained something that approached his normal equilibrium"
451,77,076-010,13,011-015,-0.3076923076923077,"But for all that the journey through the gathering dusk was miserably haunted"
451,205,201-225,32,031-035,0,"He heard innumerable following footsteps; voices that laughed and whispered; and saw figures crouching behind trees and boulders, making signs to one another for a concerted attack the moment he had passed"
451,57,051-075,11,011-015,0,"The creeping murmur of the wind made him start and listen"
451,89,076-010,16,016-020,-0.0625,"He went stealthily, trying to hide where possible, and making as little sound as he could"
451,224,201-225,36,036-040,0.027777777777777776,"The shadows of the woods, hitherto protective or covering merely, had now become menacing, challenging; and the pageantry in his frightened mind masked a host of possibilities that were all the more ominous for being obscure"
451,97,076-010,15,011-015,-0.2,"The presentiment of a nameless doom lurked ill-concealed behind every detail of what had happened"
452,145,126-150,26,026-030,0.34615384615384615,"It was really admirable how he emerged victor in the end; men of riper powers and experience might have come through the ordeal with less success"
452,94,076-010,17,016-020,0.11764705882352941,"He had himself tolerably well in hand, all things considered, and his plan of action proves it"
452,225,201-225,41,041-045,-0.04878048780487805,"Sleep being absolutely out of the question and traveling an unknown trail in the darkness equally impracticable, he sat up the whole of that night, rifle in hand, before a fire he never for a single moment allowed to die down"
452,206,201-225,39,036-040,0.10256410256410256,"The severity of the haunted vigil marked his soul for life; but it was successfully accomplished; and with the very first signs of dawn he set forth upon the long return journey to the home camp to get help"
452,197,176-200,37,036-040,-0.05405405405405406,"As before, he left a written note to explain his absence, and to indicate where he had left a plentiful _cache_ of food and matches though he had no expectation that any human hands would find them"
453,259,251-275,51,051-055,0.0196078431372549,"How Simpson found his way alone by the lake and forest might well make a story in itself, for to hear him tell it is to _know_ the passionate loneliness of soul that a man can feel when the Wilderness holds him in the hollow of its illimitable hand and laughs"
453,42,051-075,8,006-008,0.375,"It is also to admire his indomitable pluck"
454,108,101-125,16,016-020,0,"He claims no skill, declaring that he followed the almost invisible trail mechanically, and without thinking"
454,33,026-050,6,006-008,0,"And this, doubtless, is the truth"
454,69,076-010,12,011-015,0,"He relied upon the guiding of the unconscious mind, which is instinct"
454,316,more,56,056-060,0.10714285714285714,"Perhaps, too, some sense of orientation, known to animals and primitive men, may have helped as well, for through all that tangled region he succeeded in reaching the exact spot where Défago had hidden the canoe nearly three days before with the remark, 'Strike doo west across the lake into the sun to find the camp"
455,237,226-250,47,046-050,-0.14893617021276595,"There was not much sun left to guide him, but he used his compass to the best of his ability, embarking in the frail craft for the last twelve miles of his journey with a sensation of immense relief that the forest was at last behind him"
455,146,126-150,26,026-030,0,"And, fortunately, the water was calm; he took his line across the center of the lake instead of coasting round the shores for another twenty miles"
455,45,051-075,7,006-008,0.14285714285714285,"Fortunately, too, the other hunters were back"
455,139,126-150,25,021-025,-0.04,"The light of their fires furnished a steering point without which he might have searched all night long for the actual position of the camp"
456,268,251-275,50,046-050,-0.06,"It was close upon midnight all the same when his canoe grated on the sandy cove, and Hank, Punk and his uncle, disturbed in their sleep by his cries, ran quickly down and helped a very exhausted and broken specimen of Scotch humanity over the rocks toward a dying fire"
457,226,226-250,40,036-040,-0.025,"The sudden entrance of his prosaic uncle into this world of wizardry and horror that had haunted him without interruption now for two days and two nights, had the immediate effect of giving to the affair an entirely new aspect"
457,39,026-050,8,006-008,0,"The sound of that crisp 'Hulloa, my boy"
457,19,011-025,4,003-005,0,"And what's up _now_"
457,83,076-010,14,011-015,0.21428571428571427,"and the grasp of that dry and vigorous hand introduced another standard of judgment"
457,41,051-075,7,006-008,0.14285714285714285,"A revulsion of feeling washed through him"
457,53,051-075,10,009-010,-0.3,"He realized that he had let himself 'go' rather badly"
457,39,026-050,7,006-008,-0.5714285714285714,"He even felt vaguely ashamed of himself"
457,52,051-075,8,006-008,0,"The native hard-headedness of his race reclaimed him"
458,96,076-010,18,016-020,-0.16666666666666666,"And this doubtless explains why he found it so hard to tell that group round the fire everything"
458,223,201-225,40,036-040,0.025,"He told enough, however, for the immediate decision to be arrived at that a relief party must start at the earliest possible moment, and that Simpson, in order to guide it capably, must first have food and, above all, sleep"
458,2,000-010,1,000-002,0,"Dr"
458,120,101-125,19,016-020,0,"Cathcart observing the lad's condition more shrewdly than his patient knew, gave him a very slight injection of morphine"
458,36,026-050,8,006-008,-0.125,"For six hours he slept like the dead"
459,185,176-200,29,026-030,0.3103448275862069,"From the description carefully written out afterwards by this student of divinity, it appears that the account he gave to the astonished group omitted sundry vital and important details"
459,143,126-150,23,021-025,-0.08695652173913043,"He declares that, with his uncle's wholesome, matter-of-fact countenance staring him in the face, he simply had not the courage to mention them"
459,370,more,66,more,-0.10606060606060606,"Thus, all the search party gathered, it would seem, was that Défago had suffered in the night an acute and inexplicable attack of mania, had imagined himself 'called' by someone or something, and had plunged into the bush after it without food or rifle, where he must die a horrible and lingering death by cold and starvation unless he could be found and rescued in time"
459,36,026-050,6,006-008,0,"'In time,' moreover, meant _at once_"
460,345,more,65,more,0.015384615384615385,"In the course of the following day, however they were off by seven, leaving Punk in charge with instructions to have food and fire always ready Simpson found it possible to tell his uncle a good deal more of the story's true inwardness, without divining that it was drawn out of him as a matter of fact by a very subtle form of cross examination"
460,317,more,56,056-060,-0.017857142857142856,"By the time they reached the beginning of the trail, where the canoe was laid up against the return journey, he had mentioned how Défago spoke vaguely of 'something he called a 'Wendigo''; how he cried in his sleep; how he imagined an unusual scent about the camp; and had betrayed other symptoms of mental excitement"
460,124,101-125,20,016-020,0.15,"He also admitted the bewildering effect of 'that extraordinary odor' upon himself, 'pungent and acrid like the odor of lions"
460,224,201-225,43,041-045,-0.06976744186046512,"And by the time they were within an easy hour of Fifty Island Water he had let slip the further fact a foolish avowal of his own hysterical condition, as he felt afterwards that he had heard the vanished guide call 'for help"
460,111,101-125,18,016-020,0,"He omitted the singular phrases used, for he simply could not bring himself to repeat the preposterous language"
460,212,201-225,34,031-035,0.058823529411764705,"Also, while describing how the man's footsteps in the snow had gradually assumed an exact miniature likeness of the animal's plunging tracks, he left out the fact that they measured a _wholly_ incredible distance"
460,115,101-125,18,016-020,0.2222222222222222,"It seemed a question, nicely balanced between individual pride and honesty, what he should reveal and what suppress"
460,137,126-150,26,026-030,-0.038461538461538464,"He mentioned the fiery tinge in the snow, for instance, yet shrank from telling that body and bed had been partly dragged out of the tent"
461,27,026-050,6,006-008,0,"With the net result that Dr"
461,213,201-225,32,031-035,0.0625,"Cathcart, adroit psychologist that he fancied himself to be, had assured him clearly enough exactly where his mind, influenced by loneliness, bewilderment and terror, had yielded to the strain and invited delusion"
461,114,101-125,22,021-025,0.13636363636363635,"While praising his conduct, he managed at the same time to point out where, when, and how his mind had gone astray"
461,140,126-150,26,026-030,-0.07692307692307693,"He made his nephew think himself finer than he was by judicious praise, yet more foolish than he was by minimizing the value of the evidence"
461,184,176-200,26,026-030,0,"Like many another materialist, that is, he lied cleverly on the basis of insufficient knowledge, _because_ the knowledge supplied seemed to his own particular intelligence inadmissible"
462,148,126-150,23,021-025,-0.08695652173913043,"'The spell of these terrible solitudes,' he said, 'cannot leave any mind untouched, any mind, that is, possessed of the higher imaginative qualities"
462,77,076-010,17,016-020,0.11764705882352941,"It has worked upon yours exactly as it worked upon my own when I was your age"
462,148,126-150,26,026-030,0.038461538461538464,"The animal that haunted your little camp was undoubtedly a moose, for the 'belling' of a moose may have, sometimes, a very peculiar quality of sound"
462,113,101-125,20,016-020,0.1,"The colored appearance of the big tracks was obviously a defect of vision in your own eyes produced by excitement"
462,70,076-010,15,011-015,0,"The size and stretch of the tracks we shall prove when we come to them"
462,240,226-250,39,036-040,0.3076923076923077,"But the hallucination of an audible voice, of course, is one of the commonest forms of delusion due to mental excitement an excitement, my dear boy, perfectly excusable, and, let me add, wonderfully controlled by you under the circumstances"
462,283,more,55,051-055,0,"For the rest, I am bound to say, you have acted with a splendid courage, for the terror of feeling oneself lost in this wilderness is nothing short of awful, and, had I been in your place, I don't for a moment believe I could have behaved with one quarter of your wisdom and decision"
462,76,076-010,14,011-015,-0.35714285714285715,"The only thing I find it uncommonly difficult to explain is that damned odor"
463,76,076-010,13,011-015,0,"'It made me feel sick, I assure you,' declared his nephew, 'positively dizzy"
463,119,101-125,17,016-020,0.058823529411764705,"His uncle's attitude of calm omniscience, merely because he knew more psychological formulae, made him slightly defiant"
463,94,076-010,18,016-020,0.05555555555555555,"It was so easy to be wise in the explanation of an experience one has not personally witnessed"
463,153,151-175,28,026-030,-0.03571428571428571,"'A kind of desolate and terrible odor is the only way I can describe it,' he concluded, glancing at the features of the quiet, unemotional man beside him"
464,99,076-010,19,016-020,0.15789473684210525,"'I can only marvel,' was the reply, 'that under the circumstances it did not seem to you even worse"
464,100,076-010,16,016-020,0,"The dry words, Simpson knew, hovered between the truth, and his uncle's interpretation of 'the truth"
465,164,151-175,33,031-035,0,"And so at last they came to the little camp and found the tent still standing, the remains of the fire, and the piece of paper pinned to a stake beside it untouched"
465,123,101-125,19,016-020,-0.10526315789473684,"The cache, poorly contrived by inexperienced hands, however, had been discovered and opened by musk rats, mink and squirrel"
465,90,076-010,17,016-020,0,"The matches lay scattered about the opening, but the food had been taken to the last crumb"
466,71,076-010,11,011-015,0,"'Well, fellers, he ain't here,' exclaimed Hank loudly after his fashion"
466,52,051-075,10,009-010,0,"'And that's as sartain as the coal supply down below"
466,95,076-010,20,016-020,0,"But whar he's got to by this time is 'bout as unsartain as the trade in crowns in t'other place"
466,136,126-150,26,026-030,0.15384615384615385,"The presence of a divinity student was no barrier to his language at such a time, though for the reader's sake it may be severely edited"
466,74,076-010,15,011-015,-0.13333333333333333,"'I propose,' he added, 'that we start out at once an' hunt for'm like hell"
467,153,151-175,26,026-030,-0.19230769230769232,"The gloom of Défago's probable fate oppressed the whole party with a sense of dreadful gravity the moment they saw the familiar signs of recent occupancy"
467,152,151-175,27,026-030,-0.07407407407407407,"Especially the tent, with the bed of balsam branches still smoothed and flattened by the pressure of his body, seemed to bring his presence near to them"
467,114,101-125,19,016-020,-0.05263157894736842,"Simpson, feeling vaguely as if his world were somehow at stake, went about explaining particulars in a hushed tone"
467,79,076-010,14,011-015,0,"He was much calmer now, though overwearied with the strain of his many journeys"
467,146,126-150,24,021-025,0.08333333333333333,"His uncle's method of explaining 'explaining away,' rather the details still fresh in his haunted memory helped, too, to put ice upon his emotions"
468,157,151-175,29,026-030,-0.034482758620689655,"'And that's the direction he ran off in,' he said to his two companions, pointing in the direction where the guide had vanished that morning in the grey dawn"
468,77,076-010,15,011-015,0.13333333333333333,"'Straight down there he ran like a deer, in between the birch and the hemlock"
469,11,011-025,3,003-005,0,"Hank and Dr"
469,26,026-050,3,003-005,0,"Cathcart exchanged glances"
470,202,201-225,37,036-040,-0.16216216216216217,"'And it was about two miles down there, in a straight line,' continued the other, speaking with something of the former terror in his voice, 'that I followed his trail to the place where it stopped dead"
471,165,151-175,28,026-030,-0.21428571428571427,"'And where you heered him callin' an' caught the stench, an' all the rest of the wicked entertainment,' cried Hank, with a volubility that betrayed his keen distress"
472,86,076-010,14,011-015,0.21428571428571427,"'And where your excitement overcame you to the point of producing illusions,' added Dr"
472,73,076-010,15,011-015,0,"Cathcart under his breath, yet not so low that his nephew did not hear it"
473,116,101-125,22,021-025,0.13636363636363635,"It was early in the afternoon, for they had traveled quickly, and there were still a good two hours of daylight left"
473,2,000-010,1,000-002,0,"Dr"
473,103,101-125,18,016-020,-0.05555555555555555,"Cathcart and Hank lost no time in beginning the search, but Simpson was too exhausted to accompany them"
473,82,076-010,14,011-015,0,"They would follow the blazed marks on the trees, and where possible, his footsteps"
473,76,076-010,16,016-020,0.375,"Meanwhile the best thing he could do was to keep a good fire going, and rest"
474,124,101-125,21,021-025,0.047619047619047616,"But after something like three hours' search, the darkness already down, the two men returned to camp with nothing to report"
474,220,201-225,40,036-040,-0.025,"Fresh snow had covered all signs, and though they had followed the blazed trees to the spot where Simpson had turned back, they had not discovered the smallest indication of a human being or for that matter, of an animal"
474,64,076-010,12,011-015,-0.08333333333333333,"There were no fresh tracks of any kind; the snow lay undisturbed"
475,102,101-125,20,016-020,0.1,"It was difficult to know what was best to do, though in reality there was nothing more they _could_ do"
475,67,076-010,12,011-015,0.4166666666666667,"They might stay and search for weeks without much chance of success"
475,116,101-125,20,016-020,-0.45,"The fresh snow destroyed their only hope, and they gathered round the fire for supper, a gloomy and despondent party"
475,130,126-150,24,021-025,0,"The facts, indeed, were sad enough, for Défago had a wife at Rat Portage, and his earnings were the family's sole means of support"
476,111,101-125,21,021-025,-0.2857142857142857,"Now that the whole truth in all its ugliness was out, it seemed useless to deal in further disguise or pretense"
476,49,051-075,8,006-008,0,"They talked openly of the facts and probabilities"
476,55,051-075,12,011-015,0,"It was not the first time, even in the experience of Dr"
476,303,more,56,056-060,-0.03571428571428571,"Cathcart, that a man had yielded to the singular seduction of the Solitudes and gone out of his mind; Défago, moreover, was predisposed to something of the sort, for he already had a touch of melancholia in his blood, and his fiber was weakened by bouts of drinking that often lasted for weeks at a time"
476,111,101-125,21,021-025,0,"Something on this trip one might never know precisely what had sufficed to push him over the line, that was all"
476,106,101-125,20,016-020,-0.1,"And he had gone, gone off into the great wilderness of trees and lakes to die by starvation and exhaustion"
476,214,201-225,37,036-040,-0.05405405405405406,"The chances against his finding camp again were overwhelming; the delirium that was upon him would also doubtless have increased, and it was quite likely he might do violence to himself and so hasten his cruel fate"
476,57,051-075,10,009-010,0,"Even while they talked, indeed, the end had probably come"
476,200,176-200,36,036-040,0.05555555555555555,"On the suggestion of Hank, his old pal, however, they proposed to wait a little longer and devote the whole of the following day, from dawn to darkness, to the most systematic search they could devise"
476,44,051-075,7,006-008,0,"They would divide the territory between them"
476,41,051-075,7,006-008,0.42857142857142855,"They discussed their plan in great detail"
476,35,026-050,8,006-008,0,"All that men could do they would do"
476,158,151-175,27,026-030,-0.14814814814814814,"And, meanwhile, they talked about the particular form in which the singular Panic of the Wilderness had made its attack upon the mind of the unfortunate guide"
476,123,101-125,20,016-020,0,"Hank, though familiar with the legend in its general outline, obviously did not welcome the turn the conversation had taken"
476,58,051-075,8,006-008,0,"He contributed little, though that little was illuminating"
476,265,251-275,49,046-050,-0.02040816326530612,"For he admitted that a story ran over all this section of country to the effect that several Indians had 'seen the Wendigo' along the shores of Fifty Island Water in the 'fall' of last year, and that this was the true reason of Défago's disinclination to hunt there"
476,92,076-010,18,016-020,0,"Hank doubtless felt that he had in a sense helped his old pal to death by overpersuading him"
476,142,126-150,25,021-025,0,"'When an Indian goes crazy,' he explained, talking to himself more than to the others, it seemed, 'it's always put that he's 'seen the Wendigo"
476,62,076-010,12,011-015,0,"' An' pore old Défaygo was superstitious down to he very heels"
477,199,176-200,33,031-035,0.09090909090909091,"And then Simpson, feeling the atmosphere more sympathetic, told over again the full story of his astonishing tale; he left out no details this time; he mentioned his own sensations and gripping fears"
477,41,051-075,7,006-008,0.14285714285714285,"He only omitted the strange language used"
478,117,101-125,20,016-020,0.1,"'But Défago surely had already told you all these details of the Wendigo legend, my dear fellow,' insisted the doctor"
478,117,101-125,21,021-025,0.14285714285714285,"'I mean, he had talked about it, and thus put into your mind the ideas which your own excitement afterwards developed"
479,42,051-075,6,006-008,0,"Whereupon Simpson again repeated the facts"
479,51,051-075,8,006-008,0,"Défago, he declared, had barely mentioned the beast"
479,98,076-010,19,016-020,0,"He, Simpson, knew nothing of the story, and, so far as he remembered, had never even read about it"
479,28,026-050,5,003-005,0,"Even the word was unfamiliar"
480,42,051-075,9,009-010,0,"Of course he was telling the truth, and Dr"
480,86,076-010,13,011-015,0,"Cathcart was reluctantly compelled to admit the singular character of the whole affair"
480,57,051-075,13,011-015,0,"He did not do this in words so much as in manner, however"
480,364,more,70,more,-0.014285714285714285,"He kept his back against a good, stout tree; he poked the fire into a blaze the moment it showed signs of dying down; he was quicker than any of them to notice the least sound in the night about them a fish jumping in the lake, a twig snapping in the bush, the dropping of occasional fragments of frozen snow from the branches overhead where the heat loosened them"
480,96,076-010,17,016-020,0,"His voice, too, changed a little in quality, becoming a shade less confident, lower also in tone"
480,208,201-225,39,036-040,0.02564102564102564,"Fear, to put it plainly, hovered close about that little camp, and though all three would have been glad to speak of other matters, the only thing they seemed able to discuss was this the source of their fear"
480,70,076-010,13,011-015,0,"They tried other subjects in vain; there was nothing to say about them"
480,62,076-010,13,011-015,0.15384615384615385,"Hank was the most honest of the group; he said next to nothing"
480,55,051-075,10,009-010,0,"He never once, however, turned his back to the darkness"
480,109,101-125,22,021-025,0,"His face was always to the forest, and when wood was needed he didn't go farther than was necessary to get it"
481,149,126-150,27,026-030,0,"A wall of silence wrapped them in, for the snow, though not thick, was sufficient to deaden any noise, and the frost held things pretty tight besides"
481,75,076-010,15,011-015,0,"No sound but their voices and the soft roar of the flames made itself heard"
481,108,101-125,21,021-025,0,"Only, from time to time, something soft as the flutter of a pine moth's wings went past them through the air"
481,34,026-050,8,006-008,0.25,"No one seemed anxious to go to bed"
481,34,026-050,5,003-005,-0.2,"The hours slipped towards midnight"
482,262,251-275,45,041-045,0,"'The legend is picturesque enough,' observed the doctor after one of the longer pauses, speaking to break it rather than because he had anything to say, 'for the Wendigo is simply the Call of the Wild personified, which some natures hear to their own destruction"
483,38,026-050,6,006-008,0,"'That's about it,' Hank said presently"
483,32,026-050,4,003-005,0,"'An' there's no misunderstandin'"
484,16,011-025,4,003-005,0,"when you hear it"
484,33,026-050,7,006-008,0.2857142857142857,"It calls you by name right 'nough"
485,22,026-050,3,003-005,0,"Another pause followed"
485,7,000-010,2,000-002,0,"Then Dr"
485,81,076-010,15,011-015,-0.06666666666666667,"Cathcart came back to the forbidden subject with a rush that made the others jump"
486,207,201-225,35,031-035,-0.08571428571428572,"'The allegory _is_ significant,' he remarked, looking about him into the darkness, 'for the Voice, they say, resembles all the minor sounds of the Bush wind, falling water, cries of the animals, and so forth"
486,62,076-010,12,011-015,-0.25,"And, once the victim hears _that_ he's off for good, of course"
486,157,151-175,31,031-035,0.03225806451612903,"His most vulnerable points, moreover, are said to be the feet and the eyes; the feet, you see, for the lust of wandering, and the eyes for the lust of beauty"
486,96,076-010,19,016-020,-0.21052631578947367,"The poor beggar goes at such a dreadful speed that he bleeds beneath the eyes, and his feet burn"
487,2,000-010,1,000-002,0,"Dr"
